area,price,facade,entrance_wid,floors,direction_home,direction_bal,bedroom,toilet,status_doc,furniture,date_post,date_exp,intent,pageType,productId,projectId,vipType,verified,expired,cateId,cityCode,districtId,wardId,streetId,pageId,createByUser,productType
95 m²,Thỏa thuận,7 m,12 m,2 tầng,N/A,N/A,2 phòng,2 phòng,Sổ đỏ/ Sổ hồng,N/A,12/12/2023,22/12/2023,Sale,LDP,37910659,0,5,False,False,41,SG,69,8990,4962,227,258947,38
180 m²,"23,9 tỷ",9 m,8 m,2 tầng,N/A,N/A,3 phòng,2 phòng,Sổ đỏ/ Sổ hồng.,Đầy đủ,12/12/2023,22/12/2023,Sale,LDP,37911816,0,5,False,False,325,SG,69,8985,778,227,258947,38
139 m²,Thỏa thuận,N/A,N/A,N/A,Bắc,Đông - Nam,3 phòng,3 phòng,Hợp đồng mua bán,Đầy đủ,18/10/2023,28/10/2023,Sale,LDP,37882363,2047,5,False,True,324,SG,69,8976,4831,227,870193,38
60 m²,"6,9 tỷ",N/A,4 m,3 tầng,N/A,N/A,N/A,N/A,Sổ đỏ/ Sổ hồng,Đầy đủ,27/10/2023,06/11/2023,Sale,LDP,38337640,0,5,False,True,41,SG,69,8979,1759,227,2406728,38
62 m²,"7,8 tỷ",N/A,7 m,3 tầng,N/A,N/A,4 phòng,4 phòng,Sổ đỏ/ Sổ hồng,Đầy đủ,17/10/2023,01/11/2023,Sale,LDP,38336222,0,1,False,True,41,SG,69,8987,5724,227,1432761,38
"113,4 m²","12,5 tỷ","5,4 m",4 m,2 tầng,Tây - Bắc,N/A,3 phòng,2 phòng,Sổ đỏ/ Sổ hồng,Cơ bản,14/10/2023,21/10/2023,Sale,LDP,36619186,0,1,False,True,41,SG,69,8990,4957,227,1291422,38
72 m²,14 tỷ,4 m,10 m,4 tầng,Đông - Nam,Đông - Nam,4 phòng,6 phòng,Sổ đỏ/ Sổ hồng,Cơ bản,07/10/2023,22/10/2023,Sale,LDP,38250217,0,1,False,True,41,SG,69,8989,4938,227,2193175,38
75 m²,"12,8 tỷ",5 m,5 m,3 tầng,N/A,N/A,4 phòng,3 phòng,Đầy đủ,N/A,05/10/2023,20/10/2023,Sale,LDP,38248879,0,1,False,True,41,SG,69,8989,1913,227,2532288,38
23 m²,"6,5 tỷ","4,1 m",N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,25/11/2023,10/12/2023,Sale,LDP,38257687,0,1,False,True,163,SG,69,8978,902,227,2533095,38
80 m²,"3,99 tỷ",N/A,2 m,1 tầng,Đông - Nam,N/A,2 phòng,1 phòng,Sổ đỏ/ Sổ hồng.,Cơ bản.,09/12/2023,24/12/2023,Sale,LDP,38072440,0,1,False,False,41,SG,69,8985,5603,227,1446542,38
40 m²,"7,8 tỷ",N/A,10 m,5 tầng,N/A,N/A,4 phòng,3 phòng,Sổ đỏ/ Sổ hồng,N/A,18/10/2023,28/10/2023,Sale,LDP,37901728,0,5,False,True,41,SG,69,8984,621,227,2399940,38
235 m²,62 tỷ,N/A,N/A,8 tầng,N/A,N/A,N/A,N/A,Sổ đỏ/ Sổ hồng,N/A,18/10/2023,25/10/2023,Sale,LDP,38351867,0,3,False,True,163,SG,69,8976,1094,227,2442483,38
138 m²,23 tỷ,7 m,5 m,7 tầng,N/A,N/A,28 phòng,28 phòng,N/A,N/A,18/10/2023,25/10/2023,Sale,LDP,37835307,0,3,False,True,41,SG,69,8976,6221,227,1987656,38
134 m²,"6,7 tỷ",N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,18/10/2023,25/10/2023,Sale,LDP,38349554,0,3,False,True,324,SG,69,8987,0,227,1251956,38
180 m²,32 tỷ,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,18/10/2023,02/11/2023,Sale,LDP,37061734,0,3,False,True,163,SG,69,8991,831,227,1678829,38
56 m²,Thỏa thuận,N/A,N/A,N/A,N/A,N/A,2 phòng,2 phòng,Đang chờ sổ,"Nội thất cao cấp: Sofa, kệ bếp trên dưới, tủ lạnh, điều hòa, máy nóng lạnh, tủ áo quần âm tường (trị giá hơn 80tr).",29/11/2023,09/12/2023,Sale,LDP,38053597,0,5,False,True,324,SG,69,8991,727,227,1841569,38
80 m²,"15,9 tỷ",N/A,N/A,3 tầng,N/A,N/A,N/A,N/A,N/A,N/A,13/11/2023,28/11/2023,Sale,LDP,38346798,0,5,False,True,163,SG,69,8980,1759,227,489341,38
61 m²,Thỏa thuận,N/A,N/A,N/A,N/A,N/A,2 phòng,2 phòng,Sổ đỏ/ Sổ hồng,Đầy đủ,17/11/2023,27/11/2023,Sale,LDP,38052859,0,5,False,True,324,SG,69,8991,3775,227,756839,38
182 m²,42 tỷ,N/A,N/A,6 tầng,N/A,N/A,N/A,N/A,Sổ đỏ/ Sổ hồng,N/A,27/11/2023,07/12/2023,Sale,LDP,38343929,0,5,False,True,163,SG,69,8987,792,227,1846358,38
330 m²,180 tỷ,N/A,N/A,12 tầng,N/A,N/A,N/A,N/A,Sổ đỏ/ Sổ hồng,N/A,17/10/2023,01/11/2023,Sale,LDP,38341704,0,3,False,True,163,SG,69,8975,341,227,539415,38
423 m²,"22,95 tỷ",N/A,N/A,3 tầng,N/A,N/A,7 phòng,N/A,Sổ đỏ/ Sổ hồng,N/A,16/10/2023,23/10/2023,Sale,LDP,38028154,0,3,False,True,163,SG,69,8991,827,227,1609986,38
110 m²,"10,6 tỷ","6,3 m",10 m,5 tầng,N/A,N/A,6 phòng,7 phòng,Sổ đỏ/ Sổ hồng,Đầy đủ,11/12/2023,18/12/2023,Sale,LDP,38211149,0,3,False,False,41,SG,69,8978,3529,227,418846,38
63 m²,"4,9 tỷ",N/A,6 m,2 tầng,Đông - Nam,Đông - Nam,2 phòng,3 phòng,Sổ đỏ/ Sổ hồng,Cơ bản,11/12/2023,21/12/2023,Sale,LDP,38221480,0,3,False,False,41,SG,69,8991,5698,227,2529312,38
80 m²,11 tỷ,5 m,8 m,3 tầng,N/A,N/A,4 phòng,3 phòng,Sổ đỏ/ Sổ hồng,N/A,18/10/2023,28/10/2023,Sale,LDP,38074905,0,5,False,True,41,SG,69,8989,3775,227,258947,38
220 m²,26 tỷ,10 m,N/A,4 tầng,N/A,N/A,N/A,N/A,N/A,N/A,18/10/2023,28/10/2023,Sale,LDP,37844577,0,5,False,True,163,SG,69,8978,5574,227,2315477,38
36 m²,"1,79 tỷ",N/A,N/A,N/A,Đông - Bắc,Nam,1 phòng,1 phòng,Đang chờ sổ,Đầy đủ.,25/11/2023,05/12/2023,Sale,LDP,37408546,2047,5,False,True,324,SG,69,8976,4831,227,870193,38
198 m²,45 tỷ,9 m,12 m,7 tầng,N/A,N/A,26 phòng,27 phòng,Sổ đỏ/ Sổ hồng,Đầy đủ,12/12/2023,22/12/2023,Sale,LDP,37188772,0,5,False,False,163,SG,69,8989,3775,227,258947,38
80 m²,"4,05 tỷ",N/A,N/A,N/A,Tây - Nam,Đông - Bắc,2 phòng,2 phòng,Đang chờ sổ,Đầy đủ,11/12/2023,26/12/2023,Sale,LDP,38352726,2047,5,False,False,324,SG,69,8976,4831,227,2535468,38
90 m²,"2,4 tỷ",N/A,N/A,N/A,N/A,N/A,2 phòng,2 phòng,Pháp lý rõ ràng minh bạch.,N/A,11/10/2023,21/10/2023,Sale,LDP,38297489,128,5,False,True,324,SG,69,8991,727,227,1604187,38
52 m²,Thỏa thuận,N/A,N/A,3 tầng,N/A,N/A,4 phòng,N/A,Đã có sổ,N/A,11/11/2023,21/11/2023,Sale,LDP,38349439,0,5,False,True,41,SG,69,8991,3139,227,2479726,38
100 m²,"5,5 tỷ",N/A,N/A,N/A,N/A,N/A,3 phòng,2 phòng,N/A,N/A,07/12/2023,17/12/2023,Sale,LDP,38085556,1274,5,False,False,324,SG,69,8987,3775,227,1604187,38
100 m²,"5,1 tỷ",N/A,N/A,N/A,Đông - Bắc,Đông - Nam,3 phòng,3 phòng,Đang chờ sổ,Đầy đủ,11/12/2023,26/12/2023,Sale,LDP,38352732,2047,5,False,False,324,SG,69,8976,4831,227,2535468,38
74 m²,"3,9 tỷ",N/A,N/A,N/A,N/A,N/A,2 phòng,2 phòng,N/A,N/A,12/10/2023,22/10/2023,Sale,LDP,38301962,2396,5,False,True,324,SG,69,8976,114,227,1604187,38
72 m²,"6,2 tỷ",4 m,N/A,3 tầng,N/A,N/A,4 phòng,5 phòng,Sổ đỏ/ Sổ hồng,N/A,11/11/2023,21/11/2023,Sale,LDP,38032496,0,5,False,True,41,SG,69,8991,727,227,2479726,38
100 m²,21 tỷ,9 m,12 m,4 tầng,N/A,N/A,3 phòng,4 phòng,Sổ đỏ/ Sổ hồng,Cao Cấp,14/10/2023,13/11/2023,Sale,LDP,38323725,0,5,False,True,41,SG,69,8990,6066,227,2242533,38
865 m²,95 tỷ,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,08/11/2023,18/11/2023,Sale,LDP,37654512,0,5,False,True,163,SG,69,8991,727,227,605609,38
80 m²,"3,8 tỷ",N/A,N/A,N/A,N/A,N/A,2 phòng,2 phòng,N/A,N/A,01/11/2023,11/11/2023,Sale,LDP,38268133,2047,5,False,True,324,SG,69,8976,4831,227,1604187,38
75 m²,"3,5 tỷ",N/A,N/A,N/A,N/A,N/A,2 phòng,2 phòng,N/A,N/A,12/11/2023,22/11/2023,Sale,LDP,35180280,1274,5,False,True,324,SG,69,8987,3775,227,1604187,38
160 m²,35 tỷ,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,17/10/2023,27/10/2023,Sale,LDP,38336651,0,5,False,True,163,SG,69,8978,3775,227,2439664,38
112 m²,"12,8 tỷ",12 m,N/A,3 tầng,N/A,N/A,4 phòng,N/A,Sổ đỏ/ Sổ hồng,N/A,07/12/2023,17/12/2023,Sale,LDP,33956999,0,5,False,False,163,SG,69,8983,5703,227,1726238,38
80 m²,"3,7 tỷ",N/A,N/A,N/A,N/A,N/A,2 phòng,2 phòng,N/A,N/A,14/12/2023,24/12/2023,Sale,LDP,38040951,2047,5,False,False,324,SG,69,8976,4831,227,2507107,38
60 m²,Thỏa thuận,"5,2 m",N/A,1 tầng,N/A,N/A,N/A,N/A,Sổ đỏ/ Sổ hồng.,N/A,08/11/2023,18/11/2023,Sale,LDP,38207300,0,5,False,True,163,SG,69,8976,4830,227,1430228,38
124 m²,28 tỷ,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,18/10/2023,28/10/2023,Sale,LDP,38343721,0,5,False,True,163,SG,69,8990,369,227,1103045,38
